assuntos;tipos
requer que seja enviado ofício à urbana , solicitando a limpeza do canteiro central da avantônio basílio , entre a avjaguarari e avprudente de morais , no bairro de lagoa nova , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação na rua josé dos santosbairro redinhacep 59122085;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação na rua dos lírios , conjunto das floresbairro redinhacep 59122300;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a limpeza da lagoa de capitação , na rua padre cícero romão , na bairro redinha;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de serviços urbanos semsur , solicitando que seja feito um projeto para implantação de uma praça que na área verde localizada no rua mote glosa , em nova natal;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja enviado ofício a secretaria municipal de mobilidade urbana sttu , solicitando a revitalização da faixa de pedestre , localizada em frente à escola municipal são francisco de assis , na avenida miguel castro , bairro lagoa nova;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de serviços urbanos semsur , solicitando a instalação de braços de luminárias na ubs unidade básica de saúde , localizada na rua do pastoril , no bairro nova natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a execução das obras de conclusão do asfaltamento das avenidas hermes da fonseca e salgado filho;REQUERIMENTO
requer que seja enviado ofício à sms , solicitando a conclusão da obra do posto de saúde do conjdos garís , alto da torre e plaza garden;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a execução de serviços de tapaburaco na avpresjosé sarmento , bairro do alecrim , no trecho compreendido entre a feira e a avjaguarari , bairro de lagoa seca;REQUERIMENTO
requer junto a urbana , limpeza de bueiros avgovantonio de melo e sousa conj pajuçara ;REQUERIMENTO
requer junto à sms operação passagem do carro fumacê conjmar del plata potengi zn ;REQUERIMENTO
requer junto à semov operação tapa buracos r. feira de santana x r. porto seguro soledade zn ;REQUERIMENTO
requerimento sessão solene em homenagem ao dia do advogado;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando manutenção do bondinho , localizado no parque da cidade dom nivaldo monte na avprefomar o'grady pitimbú , natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na avenidaguararapes em toda sua extensão no conjunto gramoré , bairro lagoa azul , natal/rn;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a sinalização vertical e horizontal da ruasergipe , próximo/ou em frente ao intelectual colégio e curso igapó , natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando reparo na pavimentação na ruailha bela em toda sua extensão no conjunto gramoré , bairro lagoa azul , natal/rn;REQUERIMENTO
requer que seja realizado o serviço de limpeza , poda das árvores da área verde conhecida como praça maria helena barroso , localizada entre as alamedas castanholas , bougainville e avenida ayrton sennasituada no conjunto residencial neópolis , bairro neópolis;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja realizado o serviço de limpeza e manutenção da lagoa de captação localizada entre as avenidas paulistana , acaraú e ruas pacajus e palmácea , bairro potengi;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja realizado o serviço de capeamento asfáltico na rua dos tororós , entre as avenidas miguel castro e gerônimo câmara , bairro lagoa nova;REQUERIMENTO
requer que seja enviado o requerimento à urbana , solicitando a limpeza geral capinação , parte interna e externa da unidade de saúde ubs vista verde , na rua linda batista bairro pajuçara , sob o cep 59132780;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco no anel viário , conjunto cidade satélite bairro pitimbu;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o serviço de terraplenagem com motoniveladora na avtropical bairro pitimbu , sob o cep 59066360;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação do buraco existente no calçamento , na rua antônio melo nas proximidades do nº 1298 bairro barro vermelho , zona leste da capital;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a operação tapa buraco , da rua amaro barreto em frente à praça gentil ferreira bairro alecrim , zona leste da capital;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a sinalização horizontal da rua dos paiatís antiga avn11 com a rua presidente sarmento antiga avn04 bairro alecrim , zona leste , desta capital;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda de árvores localizadas à rua dias d'ávila , conjsoledade i , potengi;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de operação tapa buraco à avcapmor gouveia , potilândia , lagoa nova;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a poda de árvores localizadas à rua dos pajeús , entre as ruas ptemascarenhas e leão veloso;REQUERIMENTO
requer que seja enviado ofício à semsur , à avmaranguape , entre as ruas aracati e hidrolândia , no bairro potengi;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando serviço de manutenção roçagem do capim , limpeza e restauração do muro na lagoa de captação situada entre as ruas nova galiléia , couto magalhães , rizomar correia dos santos e a avmiguel de cervantes nossa senhora da apresentação;REQUERIMENTO
dispõe sobre a elaboração e diretrizes do protocolo municipal de atenção às mulheres em situação de violência e no município de natal;PROJETO DE LEI
município de natal , e dá outras providências;PROJETO DE LEI
institui o programa transcidadania karla monique , destinado à promoção da cidadania de travestis e transexuais em situação de vulnerabilidade social;PROJETO DE LEI
dispõe sobre o cancelamento de créditos extintos por prescrição e decadência , e dá outras providências;PROJETO DE LEI
dispõe sobre a prevenção e o combate ao assédio sexual na administração pública municipal direta , autárquica e fundacional , e dá outras providências;EMENDA E APÓS EM PRIMEIRA DISCUSÃO E VOTAÇÃO OS PARECERES DAS COMISSÕES TÉCNICAS QUE SÃO FAVORÁVEIS PROJETO DE LEI
lei ortodontia legal reprova a comercialização de aparelhos ortodônticos e demais produtos de uso restrito do cirurgiãodentista , por estabelecimentos comerciais e ambulantes que não possuam as autorizações pertinentes , dos órgãos de fiscalização e dá outras providências;PROJETO DE LEI
criar o programa serviço social escolar , no âmbito das escolas municipais do município de natal/rn , e dá outras providencias '' ;PROJETO DE LEI
dispõe sobre desburocratização no âmbito da administração pública municipal direta e indireta com a dispensa do reconhecimento de firma e de autenticação de documentos em cartório no atendimento prestado aos usuários do serviço público e dá outras providências;PROJETO DE LEI
autoriza a prefeitura municipal do natal a denominar de prof.º pedro martins de lima a próxima escola municipal a ser construída da cidade do natal;PROJETO DE LEI
regulamenta a avaliação de desempenho individual do servidor ocupante de cargo público de provimento efetivo e dos detentores de estabilidade extraordinária , nos termos do artigo 19 do adct/cf88 , no âmbito da câmara municipal do natal , conforme determina a lei nº 6.325 , de 28 de dezembro de 2011 e lei nº 6.344 , de 05 de junho de 2012 , e dá outras providências;PROJETO DE RESOLUÇÃO
cria o plano de saúde para os funcionários efetivos da câmara municipal de natal , e dá outras providências;PROJETO , E EM VOTAÇÃO ÚNICA PROJETO DE RESOLUÇÃO
requer que seja enviado oficio a semsur , solicitando a poda de árvore situada na rua alterosa em frente a casa 4903 conjunto pirangi i etapa bairro neópolis;PROJETO , E EM VOTAÇÃO ÚNICA ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO 4 REQUERIMENTO
requer que seja enviado oficio à semsur , solicitando a instalação do braço e lâmpada nos postes g7 329 , g7 334 situado na rua alterosa conjunto pirangi i neópolis;REQUERIMENTO
requer que seja enviado oficio à semsur , solicitando a poda de árvores situadas na rua araxáconjunto piranjgi i etapa bairro neópolis;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando , terraplanagem da rua monte celeste com a rua navegador délio otton , localizada no bairro planalto natalrn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na 3ª travessa tenente souza da cunha lima , bairro pajuçara natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na avda integração , bairro pajuçara natal rn;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhada expediente a excelentíssima prefeito da cidade de natal sr. álvaro dias e ao secretário da semsur jonny costa , solicitando dos mesmos a troca da lâmpada queimada da rua vicente egberto cavalcante , postes eg 613 875 , 616 ntl 283 , bairro capim macio natal;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhada expediente a excelentíssima prefeito da cidade de natal sr. carlos eduardo e ao secretário da semov tomaz pereira de araújo neto , solicitando dos mesmos uma operação tapa buraco , na rua jerusalém , bom pastor , atendendo a pedidos de moradores daquela localidade;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhada expediente a excelentíssima prefeito da cidade de natal sr. carlos eduardo e ao secretário da semov tomaz pereira de araújo neto , solicitando dos mesmos uma operação tapa buraco , na rua presidente castelo branco , conjmonte libano , bom pastor;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua tereza campos , lagoa nova , natal/rn;REQUERIMENTO
