,assunto,n requerimento,partido,vereador
134,"que seja enviado ofício à semov, solicitando operação tapa buraco na rua amaro barreto com a av. presidente bandeira, alecrim, natal/rn. ",00823/2019,dem,ver. dagô do forró 
135,"que seja enviado ofício à semov, solicitando operação tapa buraco na rua tomaz xavier, quintas, natal/rn. ",00824/2019,dem,ver. dagô do forró 
136,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua luiz lobo, bairro do alecrim. ",00813/2019,psdb,ver. dickson nassser júnior 
137,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua mirabeau pereira, bairro do alecrim. ",00814/2019,psdb,ver. dickson nasser júnior 
138,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua joão carlos, bairro do alecrim. ",00816/2019,psdb,ver. dickson nasser júnior 
139,"que seja enviado ofício à semsur, solicitando a troca de lâmpada do poste sob o registro, a4-814, localizado à rua lindolfo gomes vidal, bairro pajuçara, em natal, rio grande do norte. ",00804/2019,pmb,ver. dinarte torres 
140,"que seja enviado ofício à semsur, solicitando instalação da academia da terceira idade, na praça david cunha, brasil novo, pajuçara, zona norte de natal. ",00775/2019,pt,vera. divaneide lula basílio 
141,"que seja enviado ofício à urbana, solicitando a retirada de lixo na rua são josé, em frente à rotatória. ",00638/2019,psl,vera. eleika bezerra 
142,"que seja enviado ofício à semov, solicitando operação tapa buraco na rua são josé, em trecho próximo ao cruzamento com a rua perito josé lourenço, no bairro de lagoa nova. ",00839/2019,psl,vera. eleika bezerra 
143,solicitando esclarecimento e informações acerca da fiscalização da porcentagem de nitrato contida na água distribuída na rede municipal. ,00736/2019,requer,ver. felipe alves œmdb  assunto:      
144,"- requer que seja enviado ofício à urbana, solicitando a limpeza pública (capinação, pintura de meio fio e varredura), na rua guaratinguetá, por trás da escola cônego luiz wanderley, no conjunto gramoré, bairro lagoa azul, zona norte de natal/rn. ",00855/2019,pt,ver. fernando lula lucena 
145,"- requer que seja enviado ofício à secretaria municipal de serviços urbanos - semsur, solicitando 10 carradas de areia para aterrar um minicampo de futebol, na rua guaratinguetá, conjunto gramoré, bairro lagoa azul, zona norte de natal/rn. ",00856/2019,pt,ver. fernando lula lucena 
146,"a sra. jenny coelho bezerra, pelo falecimento de sua mãe a sra. paula coelho costa bezerra. ",00729/2019,requer,ver. franklin capistrano- psb assunto:      
147,"solicitando informações acerca do contrato nº 047/2010, celebrado com a eit construções s/a, que sejam respondidas as questões referentes a pagamentos, valores e datas. ",00828/2019,requer,ver. fúlvio saulo œ sd assunto:      
148,"solicitando a substituição das lâmpadas dos postes c4827, c4828, c4829, b5946, b5945, b5943, b5942 por lâmpadas mais potentes na rua teófilo brandão, bairro areia preta, natal/rn. ",00829/2019,requer,ver. fúlvio saulo œ sd assunto:      
149,"municipal de saúde, solicitando o conserto de um vazamento de água no muro da policlínica, situada na rua adolfo gordo, no bairro da cidade da esperança, natal/rn. ",00830/2019,requer,ver. fúlvio saulo œ sd assunto:      
150,"- requer que seja enviado ofício à semsur, solicitando que seja realizada a limpeza na praça localizada em frente à igreja de santo agostinho œ bairro conjunto dos professores. ",00752/2019,sd,ver. klaus araújo 
151,"- requer que seja enviado ofício à semov, solicitando operação tapa buraco na av. dr joão medeiros filho, em frente ao mercadinho são miguel, bairro: redinha. cep: 59122-200. ",00754/2019,sd,ver. klaus araújo 
152,"- requer que seja enviado ofício à semov, solicitando a pavimentação da rua da gameleira. bairro œ redinha. cep: 59122-220. ",00755/2019,sd,ver. klaus araújo 
153,"do natal, que seja enviado ofício a secretaria municipal de mobilidade urbana (sttu), solicitando o serviço de recuperação, manutenção, asfáltica e sinalização, vertical e horizontal, no corredor exclusivo de transporte público, ao longo de toda a avenida bernardo vieira. ",00660/2019,requer,ver. kleber fernandes- pdt assunto:      
154,"solicitando a instalação de lombada na av. maranguape, conj. panatis, em frente ao condomínio nova europa. ",00842/2019,requer,ver. luiz almir œ  sem partido assunto:      
155,"solicitando o conserto do calçamento (cratera) localizado na rua lauro bezerra, no lot. nova república, próximo a padaria pão da vida. ",00843/2019,requer,ver. luiz almir œ  sem partido  assunto:      
156,"solicitando a pavimentação asfáltica da rua felipe dos santos, bairro de igapó. a rua é utilizada como principal via de ligação do bairro de igapó, com a área de lazer do panatis. ",00844/2019,requer,ver. luiz almir œ  sem partido  assunto:      
157,linha 506 vivendas œleningrado ,00677/2019,requer,ver. maurício gurgel œ psol assunto:      
158,buraco av n s do livramento - felipe camarão ,00678/2019,requer,ver. maurício gurgel œ psol assunto:      
159,por brancas travsta luzia - jdimporogresso ,00679/2019,requer,ver. maurício gurgel œ psol assunto:      
160,"- requer que seja enviado ofício à semsur, solicitando iluminação dos postes c7242 e c7243, localizados na rua josé francisco dos santos, alecrim. ",00798/2019,psd,ney lopes júnior 
161,"- requer que seja enviado ofício à urbana, solicitando limpeza dos canteiros, localizado na rua são francisco de assis, bairro nossa senhora da apresentação - loteamento vale dourado. ",00799/2019,psd,ney lopes júnior 
162,"- requer que seja enviado ofício à semsur, solicitando troca de lâmpada do poste d7 731, localizado na rua macaíba n°25, cidade da esperança. ",00800/2019,psd,ney lopes júnior 
163,"solicitando operação tapa buraco na avenida. boa sorte, em toda sua extensão no, bairro nossa senhora da apresentação, natal/rn. ",00698/2019,requer,vera.nina souza- pdt assunto:      
164,"- requer que seja enviado ofício à semov, solicitando o conserto de pavimentação na rua centro da lagoa, próximo/ou em frente a rua. são jose œ conjunto josé sarney bairro lagoa azul, natal/rn. ",00776/2019,pdt,vera.nina souza 
165,"- requer que seja agendada para o dia 10 de abril de 2019, às 9:30 horas, no plenário desta casa legislativa audiência pública para discutir o tema: ﬁhorário especial ao servidor público do municipío de natal, que tenha como dependente pessoa com deficiênciaﬂ. ",00779/2019,pdt,vera.nina souza 
166," - requer que seja enviado ofício à sel, reiterando o pedido referente ao oficio de nº 46/2017 datado do dia 21 de julho do corrente ano, enviado a está secretaria. solicitando para que fosse feito a manutenção das traves, substituição das redes, conserto dos alambrados, manutenção da tela superior, como também a pintura e demarcação da quadra de esportes. localizada na rua coemaçu com a rua manuel andrade, bairro das quintas. ",00528/2019,psdb,ver.  paulinho freire 
167," - requer que seja enviado ofício à sel, solicitando que seja feita a manutenção das traves, piso, demarcação de quadra poliesportiva, manutenção das tabelas de basquete, manutenção da mureta de proteção, substituição dos alambrados de proteção em torno da quadra. a quadra poliesportiva está localizada na avenida são miguel dos caribés, bairro neópolis. ",00529/2019,psdb,ver.  paulinho freire 
168," - requer que seja enviado ofício à semsur, solicitando que seja feita a limpeza, poda das arvores e reparo dos equipamentos da praça coronel do amor, localizada entre as ruas amianto, bauxita e betonita, conjunto portelândia, bairro lagoa nova. ",00846/2019,psdb,ver.  paulinho freire 
169,"- requer que seja enviado requerimento à semsur, solicitando com a máxima urgência a limpeza geral e poda de árvores da praça guarujá no conjunto gramoré œ bairro lagoa azul. ",00704/2019,patriota,ver.  preto aquino 
170,"- requer que seja enviado requerimento à semsur, solicitando com a máxima urgência a limpeza geral e poda de árvores da praça ipanema no conjunto gramoré œ bairro lagoa azul. ",00705/2019,patriota,ver.  preto aquino 
171,"solicitando para ter mensalmente a feira de artesanato na praça da árvore - bairro: mirassol, zona sul da capital. ",00789/2019,requer,ver.  raniere barbosa œ avante   assunto:     
172,"solicitando a pavimentação do calçamento, na rua: joão carlos, comunidade da guarita - bairro: alecrim, zona leste da capital. ",00790/2019,requer,ver.  raniere barbosa œ avante   assunto:     
173,"solicitando a instalação de uma unidade básica de saúde œ ubs, no conjunto: vila paraíso - bairro: igapó, zona norte desta capital. ",00791/2019,requer,ver.  raniere barbosa œ avante   assunto:     
174,"solicitando a substituição de lâmpadas em postes instalados à praça da amizade, rua da esmeralda, potilândia. ",00783/2019,requer,ver.  robson carvalho œ pmb assunto:     
175,"solicitando a realização de manutenção e reparos no calçamento da rua santa clara, bairro potengi. ",00782/2019,requer,ver.  robson carvalho œ pmb assunto:     
176,"solicitando a poda de árvores localizadas à praça da amizade, rua da esmeralda, potilândia. ",00784/2019,requer,ver.  robson carvalho œ pmb assunto:     
177,"arsban, solicitando uma visita técnica na av. são miguel dos caribes, em frente à casa nº 4328  conjunto pirangi ii etapa  bairro neópolis. ",815/2019,,vera. ana paula- psdc assunto:      
178,"solicitando a realização de sucção do poço de visita na av. são miguel dos caribes, em frente à casa nº 4328  conjunto pirangi ii etapa  bairro neópolis. ",00834/2019,requer,vera. ana paula- psdc assunto:      
179,"ilustre prefeito da idade do natal, sr. alvaro dias as emendas impositivas dos vereadores desta casa legislativa, que beneficiarão os cidadãos natalenses. ",00857/2019,,vera. ana paula- psdc assunto:      
180,"de natal, que seja enviado ofício a secretária, elequicina maria dos santos , titular da secretaria municipal de mobilidade urbana - sttu, solicitamos o estudo técnico sobre implantação de uma rotatória, no cruzamento da avenida 10, com a rua baraúna no bairro das quintas. seja enviado uma cópia do mesmo ao nosso gabinete. ",00870/2019,requer,ver. aroldo alves- psdb assunto:      
181,"de natal, que seja encaminhado o oficio ao ilustríssimo diretor presidente da caern, roberto sergio ribeiro linhares, solicitando o fechamento de vários buracos enormes que estão virando cratera, devido a um vazamento na avenida capitão-mor goiveia em frente à unidade básica de saúde do km6. ",00871/2019,requer,ver. aroldo alves- psdb assunto:      
182,"de natal, que seja enviado ofício ao ilustríssimo secretário municipal, jonny araújo da costa, titular da semsur, solicitando a implantação de uma alameda e instalação de uma academia da terceira idade, no canteiro geral da rua raimundo chaves, no trecho da rua naelson geraldo freire com rua radialista monteiro neto no bairro de candelária, em frente ao condomínio west park boulevard. ",00873/2019,requer,ver. aroldo alves- psdb assunto:      
183,solicitando o paisagismo no entorno do memorial de 50 anos de potilândia localizado no complexo esportivo luiz antonio de souza situado na avenida capitão mor gouveia conj. potilândia. ,00858/2019,requer,ver. ary gomes- pdt assunto:      
184,"solicitando a iluminação especial e de destaque para o memorial de 50 anos de potilândia, localizado no complexo esportivo luiz antonio de souza situado na avenida capitão mor gouveia no conjunto potilândia. ",00859/2019,requer,ver. ary gomes- pdt assunto:      
